"","color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","genres","actor_1_name","movie_title","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes"
"4299","Color","Lance Mungia",51,91,4,0,"Stephane Gauger",33,124494,"Action","Jeffrey Falcon","Six-String Samurai",5613,36,"Kim De Angelo",1,102,"English","USA","PG-13",2e+06,1998,3,6.7,1.85,0
"4302","Color","Hue Rhodes",45,85,0,966,"Steve Buscemi",22000,100669,"Comedy","Peter Dinklage","Saint John of Las Vegas",2522,36885,"Romany Malco",1,11,"English","USA","R",3800000,2009,12000,5.8,2.35,407
"4304","Color","Roland Emmerich",74,129,776,256,"Caleb Landry Jones",25000,186354,"Drama","Jeremy Irvine","Stonewall",1758,26176,"Matt Craven",0,30,"English","USA","R",13500000,2015,463,4.5,2.35,0
"4310","Color","Noah Buschel",66,95,8,399,"Amy Ryan",529,17580,"Drama","Merritt Wever","The Missing Person",1268,2749,"Paul Adelstein",3,23,"English","USA","",1500000,2009,423,6.2,1.85,195
"4312","Color","Hunter Richards",34,92,11,1000,"Chris Evans",26000,12667,"Drama","Jason Statham","London",19336,39518,"Dane Cook",2,90,"English","UK","R",14000,2005,11000,6.6,2.35,0
"4313","Color","Laurie Collyer",78,96,38,85,"Kate Burton",363,198407,"Drama","Brad William Henke","Sherrybaby",10282,774,"Michelle Hurst",1,78,"English","USA","R",2e+06,2006,223,6.6,1.85,474
"4314","Color","Bruce McCulloch",52,85,54,455,"Megan Mullally",985,13973532,"Comedy","Martin Starr","Stealing Harvard",11211,3065,"Chris Penn",1,92,"English","USA","PG-13",2.5e+07,2002,637,5.1,1.85,215
"4319","Color","Ralph Ziman",30,119,5,12,"Kenneth Nkosi",29,4958,"Action","Rapulana Seiphemo","Gangster's Paradise: Jerusalema",9689,86,"Robert Hobbs",2,23,"English","South Africa","R",2e+06,2008,18,7.8,2.35,1000
"4329","Black and White","Orson Welles",90,92,0,18,"Everett Sloane",1000,7927,"Crime","Rita Hayworth","The Lady from Shanghai",19236,1055,"Ted de Corsia",1,175,"English","USA","Not Rated",2300000,1947,29,7.7,1.37,0
"4334","Black and White","Paul Bunnell",94,106,5,356,"Kevin McCarthy",416,2436,"Comedy","Kate Maberly","The Ghastly Love of Johnny X",344,1611,"Paul Williams",2,19,"English","USA","Not Rated",2e+06,2012,403,5.7,2.35,655
"4344","Black and White","Tim Hunter",45,99,28,223,"Daniel Roebuck",18000,4600000,"Crime","Keanu Reeves","River's Edge",11763,19649,"Ione Skye",2,111,"English","USA","R",1900000,1986,1000,7.1,1.85,0
"4345","Color","Michael Polish",60,103,35,482,"Anthony Edwards",548,1420578,"Drama","Peter Coyote","Northfork",4894,2389,"Jon Gries",0,122,"English","USA","PG-13",1900000,2003,495,6.4,2.35,298
"4347","Color","Rodrigo Cortés",363,95,89,263,"Samantha Mathis",16000,1028658,"Drama","Ryan Reynolds","Buried",118684,17471,"Erik Palladino",0,447,"English","Spain","R",3e+06,2010,517,7,2.35,24000
"4350","Color","Pascal Arnold",14,95,0,164,"Lizzie Brocheré",533,18435,"Drama","Karl E. Landler","One to Another",1010,1082,"Pierre Perrier",5,15,"French","France","Unrated",1400000,2006,323,5.8,1.85,104
"4351","Color","Kimberly Peirce",359,100,108,534,"Judy Greer",17000,35266619,"Drama","Chloë Grace Moretz","Carrie",108248,20051,"Portia Doubleday",1,371,"English","USA","R",3e+07,2013,2000,5.9,2.35,39000
"4353","Color","Wes Craven",256,101,0,574,"Lin Shaye",40000,26505000,"Horror","Johnny Depp","A Nightmare on Elm Street",149293,42918,"Amanda Wyss",1,668,"English","USA","X",1800000,1984,852,7.5,1.85,10000
"4354","Color","James Marsh",194,90,120,0,"Philippe Petit",41,2957978,"Biography","Paul McGill","Man on Wire",40481,68,"Jean-Louis Blondeau",0,134,"English","UK","PG-13",1e+06,2008,27,7.8,1.85,0
"4356","Color","Jamal Hill",10,89,47,585,"Adam Ratcliffe",628,444044,"Drama","Logan Browning","Brotherly Love",744,4249,"Faizon Love",6,19,"English","USA","R",1900000,2015,606,7.2,1.85,1000
"4357","Color","Daniel Stamm",311,87,13,308,"Ashley Bell",463,40990055,"Drama","Caleb Landry Jones","The Last Exorcism",41509,1958,"Patrick Fabian",0,300,"English","France","PG-13",1800000,2010,400,5.6,1.85,0
"4361","Color","Carlos Carrera",85,118,12,67,"Ana Claudia Talancón",201,5709616,"Drama","Damián Alcázar","El crimen del padre Amaro",11088,546,"Pedro Armendáriz Jr.",0,110,"Spanish","Mexico","R",1800000,2002,163,6.8,1.85,544
"4362","Color","Benh Zeitlin",663,93,188,168,"Gina Montana",2000,12784397,"Drama","Quvenzhané Wallis","Beasts of the Southern Wild",70336,2658,"Dwight Henry",0,269,"English","USA","PG-13",1800000,2012,458,7.3,1.85,31000
"4364","Color","Maggie Greenwald",39,109,9,280,"David Patrick Kelly",767,3050934,"Drama","Aidan Quinn","Songcatcher",2794,2187,"Jane Adams",1,78,"English","USA","PG-13",1800000,2000,380,7.3,1.85,0
"4369","Color","Khyentse Norbu",44,108,28,0,"Lhakpa Dorji",0,505295,"Adventure","Tshewang Dendup","Travelers and Magicians",1747,0,"Sonam Kinga",0,28,"Dzongkha","Australia","",1800000,2003,0,7.5,1.85,353
"4376","Black and White","Tom Tykwer",181,81,670,34,"Ludger Pistor",486,7267324,"Crime","Moritz Bleibtreu","Run Lola Run",161471,623,"Armin Rohde",1,709,"German","Germany","R",3500000,1998,37,7.8,1.85,0
"4377","Color","Lucky McKee",114,93,75,446,"Will Estes",701,145540,"Drama","James Duval","May",26773,2489,"Nora Zehetner",1,277,"English","USA","R",5e+05,2002,461,6.7,1.85,0
"4382","Color","Todd Field",179,138,143,783,"Sissy Spacek",1000,35918429,"Crime","Tom Wilkinson","In the Bedroom",32415,3970,"Karen Allen",1,510,"English","USA","R",1700000,2001,874,7.5,2.35,951
"4383","Color","Steven R. Monroe",225,105,68,374,"Chad Lindberg",635,92401,"Horror","Sarah Butler","I Spit on Your Grave",56402,2423,"Daniel Franzese",0,209,"English","USA","R",2e+06,2010,445,6.3,2.35,17000
"4384","Color","Mark Illsley",77,98,3,327,"Illeana Douglas",349,1943649,"Comedy","Ally Walker","Happy, Texas",8697,2095,"Jeremy Northam",3,122,"English","USA","PG-13",1700000,1999,347,6.3,1.85,374
"4385","Color","Pawel Pawlikowski",124,86,84,34,"Natalie Press",680,992238,"Drama","Paddy Considine","My Summer of Love",16349,763,"Dean Andrews",0,103,"English","UK","R",1700000,2004,46,6.8,1.85,869
"4386","Color","Ritesh Batra",195,104,25,73,"Nimrat Kaur",638,4231500,"Drama","Nawazuddin Siddiqui","The Lunchbox",30479,822,"Lillete Dubey",2,162,"Hindi","India","PG",1e+06,2013,85,7.8,2.35,16000
"4387","Color","Sally Potter",76,100,87,420,"Joan Allen",887,396035,"Drama","Shirley Henderson","Yes",2725,2721,"Stephanie Leonidas",0,48,"English","UK","R",1e+06,2004,805,6.9,1.85,305
"4394","Color","Nadine Labaki",109,95,0,0,"Adel Karam",227,1060591,"Comedy","Yasmine Al Massri","Caramel",9750,231,"Nadine Labaki",0,66,"Arabic","France","PG",1300000,2007,4,7.2,1.85,0
"4399","Color","François Truffaut",35,123,0,21,"Jean-Paul Belmondo",963,26893,"Crime","Catherine Deneuve","Mississippi Mermaid",4391,1694,"Michel Bouquet",0,26,"French","France","R",1600000,1969,710,7.2,2.35,278
"4400","Color","Adam Goldberg",22,111,1000,127,"Marisa Coughlan",2000,2580,"Drama","Judy Greer","I Love Your Work",1618,2564,"Nicky Katt",2,40,"English","USA","R",1650000,2003,163,5.4,2.35,63
"4402","Color","Zack Snyder",287,110,0,1000,"Kevin Zegers",3000,58885635,"Action","Ty Burrell","Dawn of the Dead",194426,10438,"Mekhi Phifer",0,1057,"English","USA","R",2.6e+07,2004,2000,7.4,2.35,7000
"4403","Color","Adrienne Shelly",173,108,191,336,"Cheryl Hines",597,19067631,"Comedy","Lew Temple","Waitress",37714,1981,"Eddie Jemison",1,204,"English","USA","PG-13",2e+06,2007,541,7.1,1.85,0
"4404","Color","Newt Arnold",61,92,15,49,"Donald Gibb",633,11806119,"Action","Bolo Yeung","Bloodsport",57578,1168,"Ken Siu",1,210,"English","USA","R",1100000,1988,403,6.8,1.85,0
"4406","Color","Larry Clark",71,91,184,82,"Leo Fitzpatrick",3000,7417210,"Drama","Rosario Dawson","Kids",59041,3310,"Justin Pierce",1,408,"English","USA","",1500000,1995,202,7,1.85,0
"4407","Color","Noah Baumbach",110,88,387,18,"Elizabeth Meriwether",436,7362100,"Comedy","William Baldwin","The Squid and the Whale",60295,479,"Owen Kline",0,232,"English","USA","R",1500000,2005,25,7.4,1.85,0
"4408","Color","Charles Herman-Wurmfeld",110,97,0,117,"Jennifer Westfeldt",378,7022940,"Comedy","Scott Cohen","Kissing Jessica Stein",14018,1173,"Brian Stepanek",1,190,"English","USA","R",1e+06,2001,321,6.7,1.85,682
"4412","Color","Atom Egoyan",53,103,460,900,"Mia Kirshner",991,5132222,"Drama","Bruce Greenwood","Exotica",14112,2990,"Sarah Polley",1,83,"English","Canada","R",2e+06,1994,971,7.2,1.85,619
"4413","Color","Vincent Gallo",106,110,787,642,"Vincent Gallo",1000,2365931,"Comedy","Anjelica Huston","Buffalo '66",36657,4762,"Jan-Michael Vincent",2,318,"English","USA","R",1500000,1998,787,7.5,1.85,0
"4414","Color","James Wan",445,103,0,588,"Barbara Hershey",852,53991137,"Fantasy","Lin Shaye","Insidious",202800,3030,"Philip Friedman",1,752,"English","USA","PG-13",1500000,2010,618,6.8,2.35,60000
"4416","Color","Fabián Bielinsky",94,114,44,7,"Gastón Pauls",827,1221261,"Crime","Ricardo Darín","Nine Queens",38215,856,"Leticia Brédice",0,125,"Spanish","Argentina","R",1500000,2000,22,7.9,1.85,0
"4418","Color","Rebecca Miller",75,112,58,42,"Susanna Thompson",552,712294,"Drama","Beau Bridges","The Ballad of Jack and Rose",9408,859,"Ryan McDonald",1,68,"English","USA","R",1500000,2005,265,6.7,1.66,608
"4419","Color","Maggie Carey",97,104,38,690,"Alia Shawkat",801,3447339,"Comedy","Donald Glover","The To Do List",29517,2667,"Scott Porter",7,79,"English","USA","R",1500000,2013,727,5.8,1.78,0
"4420","Color","Roger Avary",37,99,675,164,"Salvator Xuereb",902,418953,"Crime","Eric Stoltz","Killing Zoe",17322,1582,"Jean-Hugues Anglade",0,93,"English","France","R",1500000,1993,424,6.5,1.85,853
"4421","Black and White","Henry Bean",84,98,21,76,"Theresa Russell",33000,406035,"Drama","Ryan Gosling","The Believer",30314,33441,"Summer Phoenix",0,159,"English","USA","R",1500000,2001,243,7.2,1.66,0
"4424","Color","Brad Anderson",127,100,122,83,"Brendan Sexton III",210,373967,"Horror","Paul Guilfoyle","Session 9",43839,469,"Larry Fessenden",0,481,"English","USA","R",1500000,2001,148,6.5,2.35,0
"4425","Color","Jeff Garlin",32,80,522,423,"Jeff Garlin",813,194568,"Comedy","Jessy Schram","I Want Someone to Eat Cheese With",2963,2179,"Joey Slotnick",0,28,"English","USA","R",1500000,2006,522,6.2,1.85,0
"4428","Black and White","Charles Chaplin",120,87,0,8,"Stanley Blystone",309,163245,"Comedy","Paulette Goddard","Modern Times",143086,352,"Fred Malatesta",1,211,"English","USA","G",1500000,1936,8,8.6,1.37,0
"4429","Color","Pete Jones",31,91,18,597,"Aidan Quinn",954,119841,"Drama","Brian Dennehy","Stolen Summer",2419,3901,"Bonnie Hunt",1,55,"English","USA","PG",1500000,2002,767,6.5,1.85,304
"4430","Color","Bruce Campbell",100,84,0,158,"Dan Hicks",634,173066,"Comedy","Ted Raimi","My Name Is Bruce",21379,1238,"Timothy Patrick Quill",1,88,"English","USA","R",1500000,2007,328,6.3,1.85,0
"4431","Color","Mark Brown",14,90,7,424,"Monica Calhoun",890,92362,"Comedy","Vivica A. Fox","The Salon",444,3138,"Garrett Morris",7,5,"English","USA","PG-13",1500000,2005,597,4.3,1.85,68
"4435","Color","Bruce McDonald",178,95,49,57,"Georgina Reilly",413,3478,"Fantasy","Stephen McHattie","Pontypool",22212,721,"Boyd Banks",0,142,"English","Canada","Not Rated",1500000,2008,98,6.7,2.35,0
"4436","Color","James Mottern",46,90,7,711,"Joey Lauren Adams",87000,52166,"Drama","Jimmy Bennett","Trucker",2792,89263,"Matthew Lawrence",3,22,"English","USA","R",2e+06,2008,781,6.7,2.35,371
"4438","Color","Rob Zombie",234,101,0,721,"Dee Wallace",1000,1163508,"Drama","Sid Haig","The Lords of Salem",20376,5158,"Michael Berryman",1,166,"English","USA","R",2500000,2012,725,5.1,2.35,15000
"4447","Color","Christopher McQuarrie",387,130,188,1000,"Robert Duvall",10000,80033643,"Action","Tom Cruise","Jack Reacher",226583,16385,"David Oyelowo",2,448,"English","USA","PG-13",6e+07,2012,3000,7,2.35,38000
"4450","Color","William Cottrell",145,83,0,31,"Billy Gilbert",82,184925485,"Animation","Adriana Caselotti","Snow White and the Seven Dwarfs",133348,229,"Lucille La Verne",1,204,"English","USA","Approved",2e+06,1937,47,7.7,1.37,0
"4451","Color","Lucrecia Martel",78,106,33,3,"Mercedes Morán",341,304124,"Drama","Mía Maestro","The Holy Girl",2720,358,"María Alche",0,37,"Spanish","Argentina","R",1400000,2004,5,6.7,1.85,57
"4453","Color","Zak Penn",60,94,87,37,"Gabriel Beristain",87,36830,"Adventure","Zak Penn","Incident at Loch Ness",3291,256,"John Bailey",0,63,"English","UK","PG-13",1400000,2004,70,6.6,1.85,400
"4459","Color","Guy Ritchie",116,120,0,452,"Jason Flemyng",26000,3650677,"Comedy","Jason Statham","Lock, Stock and Two Smoking Barrels",414976,28294,"Dexter Fletcher",1,523,"English","UK","R",960000,1998,1000,8.2,1.85,21000
"4462","Color","Thomas Vinterberg",98,105,346,141,"Paprika Steen",280,1647780,"Drama","Ulrich Thomsen","The Celebration",65951,821,"Trine Dyrholm",1,258,"Danish","Denmark","R",1300000,1998,278,8.1,1.33,5000
"4463","Color","Steve Buscemi",43,95,12000,636,"Debi Mazar",12000,695229,"Comedy","Steve Buscemi","Trees Lounge",11369,14420,"Carol Kane",1,65,"English","USA","R",1300000,1996,680,7.2,1.85,872
"4464","Color","Ham Tran",15,135,5,5,"Kieu Chinh",51,638951,"Drama","Long Nguyen","Journey from the Fall",775,83,"Cat Ly",2,19,"Vietnamese","USA","R",1592000,2006,24,7.4,1.85,100
"4465","Color","Rich Cowan",14,105,7,548,"Karen Allen",2000,609042,"Drama","Eric Dane","The Basket",449,3475,"Peter Coyote",2,38,"English","USA","PG",1300000,1999,783,6.5,1.85,117
"4467","Color","Harold Becker",79,111,17,652,"Miko Hughes",13000,32940507,"Action","Bruce Willis","Mercury Rising",54316,16537,"Carrie Preston",1,127,"English","USA","R",6e+07,1998,969,6.1,2.35,0
"4471","Black and White","Jonathan Kesselman",35,87,4,624,"Adam Goldberg",2000,19539,"Comedy","Judy Greer","The Hebrew Hammer",4182,6227,"Tony Cox",1,53,"English","USA","R",1e+06,2003,1000,6.2,1.85,3000
"4472","Color","Arjun Sablok",5,97,0,40,"Uday Chopra",374,100358,"Comedy","Abhishek Bachchan","Neal 'N' Nikki",1167,602,"Samantha McLeod",2,24,"English","India","",1500000,2005,145,3.3,2.35,66
"4476","Color","Steve Miner",242,87,49,59,"Adrienne King",309,19100000,"Horror","Betsy Palmer","Friday the 13th Part 2",39690,707,"Amy Steel",0,394,"English","USA","R",1250000,1981,121,6.1,1.85,0
"4479","Color","Youssef Delara",16,80,8,183,"Jenni Rivera",2000,2833383,"Drama","Noel Gugliemi","Filly Brown",910,2459,"Jorge Diaz",1,11,"English","USA","R",427000,2012,245,5.7,2.35,0
"4485","Color","Steven Soderbergh",58,100,0,65,"Laura San Giacomo",828,24741700,"Drama","Peter Gallagher","Sex, Lies, and Videotape",37785,1431,"Steven Brill",2,95,"English","USA","R",1200000,1989,531,7.2,1.85,2000
"4486","Color","James Wan",287,103,0,651,"Monica Potter",2000,55153403,"Horror","Michael Emerson","Saw",299127,5161,"Shawnee Smith",0,1509,"English","USA","R",1200000,2004,878,7.7,1.85,0
"4487","Color","Jay Chandrasekhar",100,100,422,422,"Daniel von Bargen",816,18488314,"Comedy","Geoffrey Arend","Super Troopers",76151,2893,"Jay Chandrasekhar",0,333,"English","USA","R",1200000,2001,577,7.1,1.85,0
"4490","Color","Scott Derrickson",276,104,301,71,"Jon Hamm",18000,79363785,"Drama","Keanu Reeves","The Day the Earth Stood Still",139426,22194,"Juan Riedinger",0,698,"English","USA","PG-13",8e+07,2008,4000,5.5,2.35,0
"4491","Color","Mira Nair",137,114,300,73,"Randeep Hooda",307,13876974,"Comedy","Naseeruddin Shah","Monsoon Wedding",19397,809,"Lillete Dubey",0,214,"Hindi","India","R",7e+06,2001,209,7.4,1.85,0
"4492","Color","Kenneth Lonergan",122,111,50,612,"Rory Culkin",2000,9180275,"Drama","Matthew Broderick","You Can Count on Me",22145,4288,"Gaby Hoffmann",0,231,"English","USA","R",1200000,2000,710,7.7,1.85,756
"4494","Color","Paul McGuigan",202,110,118,1000,"Morgan Freeman",13000,22494487,"Crime","Bruce Willis","Lucky Number Slevin",262160,26451,"Dorian Missick",3,507,"English","Germany","R",2.7e+07,2006,11000,7.8,2.35,10000
"4495","Color","Jamie Babbit",99,85,91,849,"Clea DuVall",1000,2199853,"Comedy","Natasha Lyonne","But I'm a Cheerleader",19986,4289,"Eddie Cibrian",1,186,"English","USA","R",1200000,1999,1000,6.6,1.85,0
"4496","Color","David Boyd",10,113,29,449,"Drew Waters",890,2859955,"Drama","Vivica A. Fox","Home Run",2417,2681,"Scott Elrod",2,32,"English","USA","PG-13",1200000,2013,848,6,2.35,0
"4497","Color","Quentin Tarantino",173,99,16000,455,"Steve Buscemi",16000,2812029,"Crime","Quentin Tarantino","Reservoir Dogs",664719,28994,"Chris Penn",0,931,"English","USA","R",1200000,1992,12000,8.4,2.35,19000
"4499","Color","Sergio Leone",181,142,0,24,"Luigi Pistilli",16000,6100000,"Western","Clint Eastwood","The Good, the Bad and the Ugly",503509,16089,"Enzo Petito",3,780,"Italian","Italy","Approved",1200000,1966,34,8.9,2.35,20000
"4500","Color","Anna Muylaert",111,112,9,4,"Regina Casé",61,375723,"Comedy","Alex Huszar","The Second Mother",7025,76,"Luis Miranda",1,26,"Portuguese","Brazil","R",4e+06,2015,9,7.9,2.35,0
"4501","Color","Steve Taylor",38,108,14,274,"Marshall Allman",1000,594904,"Comedy","Jason Marsden","Blue Like Jazz",2582,1805,"Eric Lange",0,89,"English","USA","PG-13",1200000,2012,330,6,1.85,0
"4502","Color","Kurt Voss",12,88,0,3,"Coyote Shivers",268,58936,"Comedy","Lemmy","Down and Out with the Dolls",91,318,"Zoë Poledouris",0,4,"English","USA","R",1200000,2001,44,6.1,1.78,27
"4512","Color","Rob Bowman",9,91,38,117,"Jacob Vargas",584,2850263,"Adventure","Alanna Ubach","Airborne",5061,1218,"Brittney Powell",0,70,"English","USA","PG",2600000,1993,399,6.2,1.85,0
"4516","Color","Rob McKittrick",91,94,6,804,"Dane Cook",16000,16101109,"Comedy","Ryan Reynolds","Waiting...",76467,19957,"Vanessa Lengies",3,236,"English","USA","R",3e+06,2005,1000,6.8,1.85,0
"4517","Black and White","Shane Meadows",99,90,222,68,"Gary Stretch",680,6013,"Crime","Paddy Considine","Dead Man's Shoes",39929,1311,"George Newton",0,207,"English","UK","",695393,2004,404,7.7,1.85,0
"4519","Color","Jeff Burr",57,92,155,147,"Clu Gulager",448,1400000,"Action","Terry Kiser","From a Whisper to a Scream",1324,1329,"Susan Tyrrell",0,37,"English","USA","R",1100000,1987,426,5.9,1.85,241
"4521","Black and White","Guy Maddin",58,73,126,3,"CindyMarie Small",14,39659,"Comedy","Sarah Murphy-Dyson","Dracula: Pages from a Virgin's Diary",1555,21,"Brent Neale",1,32,"English","Canada","",1600000,2002,4,7,1.85,131
"4523","Color","Panos Cosmatos",97,110,22,48,"Marilyn Norry",434,56129,"Sci-Fi","Chris Gauthier","Beyond the Black Rainbow",6555,645,"Eva Bourne",1,82,"English","Canada","R",1100000,2010,95,6.1,2.35,0
"4524","Color","Gareth Evans",481,102,338,60,"Yayan Ruhian",1000,4105123,"Action","Iko Uwais","The Raid: Redemption",148221,1445,"Donny Alamsyah",0,316,"Indonesian","Indonesia","R",1100000,2011,342,7.6,1.85,51000
"4531","Color","John G. Avildsen",141,145,80,794,"Burgess Meredith",13000,117235247,"Drama","Sylvester Stallone","Rocky",375240,16094,"Carl Weathers",0,542,"English","USA","PG",960000,1976,1000,8.1,1.33,0
"4533","Color","John Carpenter",212,89,0,606,"Hal Holbrook",2000,21378000,"Fantasy","Jamie Lee Curtis","The Fog",46493,4878,"Janet Leigh",0,335,"English","USA","R",1e+06,1980,826,6.8,2.35,7000
"4535","Color","Levan Gabriadze",270,83,6,142,"Renee Olstead",707,31537320,"Horror","Shelley Hennig","Unfriended",44329,1565,"Heather Sossaman",0,309,"English","USA","R",1e+06,2014,305,5.7,1.85,13000
"4537","Color","Joe Dante",161,91,287,725,"Robert Picardo",1000,17986000,"Horror","Patrick Macnee","The Howling",22773,4438,"Dee Wallace",0,195,"English","USA","R",1e+06,1981,823,6.6,1.85,0
"4538","Color","Terence Young",184,110,92,177,"Jack Lord",650,16067035,"Action","Ursula Andress","Dr. No",116642,1421,"Lois Maxwell",4,389,"English","UK","Approved",1100000,1962,275,7.3,1.37,5000
"4539","Color","Bradley Parker",270,86,18,300,"Ingrid Bolsø Berdal",1000,18112929,"Horror","Jesse McCartney","Chernobyl Diaries",52642,2665,"Jonathan Sadowski",0,271,"English","USA","R",1e+06,2012,466,5,1.85,24000
"4540","Color","Clive Barker",203,86,385,100,"Ashley Laurence",266,14564027,"Fantasy","Andrew Robinson","Hellraiser",76407,673,"Clare Higgins",0,335,"English","UK","R",1e+06,1987,209,7,1.85,0
"4541","Color","Harold Cronk",29,120,18,295,"Robin Givens",634,20773070,"Drama","Benjamin A. Onyango","God's Not Dead 2",4501,1810,"Maria Canals-Barrera",11,102,"English","USA","PG",5e+06,2016,420,3.4,2.35,0
"4542","Color","Jeff Wadlow",137,90,65,683,"Gary Cole",1000,10042266,"Drama","Julian Morris","Cry_Wolf",23021,3155,"Lindy Booth",0,220,"English","USA","PG-13",1e+06,2005,989,5.9,2.35,816
"4543","Color","Takao Okawara",107,99,2,3,"Naomi Nishida",43,10037390,"Action","Hiroshi Abe","Godzilla 2000",5442,53,"Sakae Kimura",0,140,"Japanese","Japan","PG",1e+09,1999,3,6,2.35,339
"4544","Color","Derek Cianfrance",377,112,310,616,"Mike Vogel",33000,9701559,"Drama","Ryan Gosling","Blue Valentine",141425,35941,"John Doman",0,283,"English","USA","R",3500000,2010,2000,7.4,1.66,25000
"4545","Color","Duncan Tucker",169,103,2,226,"Felicity Huffman",2000,9013113,"Adventure","Kevin Zegers","Transamerica",36321,3192,"Paul Borghese",2,230,"English","USA","R",1e+06,2005,508,7.4,1.85,0
"4546","Color","William Brent Bell",225,83,19,128,"Claudiu Trandafir",403,53245055,"Horror","Fernanda Andrade","The Devil Inside",30570,988,"Brian Johnson",0,290,"English","USA","R",1e+06,2012,169,4.2,1.85,12000
"4547","Color","Russ Meyer",101,109,199,44,"Cynthia Myers",503,9000000,"Comedy","Charles Napier","Beyond the Valley of the Dolls",7584,731,"Harrison Page",8,137,"English","USA","X",9e+05,1970,46,6.2,2.35,0
"4552","Color","Eli Roth",285,100,0,389,"Richard Burgi",640,7186670,"Adventure","Daryl Sabara","The Green Inferno",21468,2082,"Magda Apanowicz",0,164,"English","USA","R",6e+06,2013,550,5.4,2.35,12000
"4554","Color","Ben Lewin",337,95,20,365,"Adam Arkin",422,5997134,"Biography","W. Earl Brown","The Sessions",36381,1899,"Rhea Perlman",3,126,"English","USA","R",1e+06,2012,374,7.2,1.85,11000
"4557","Color","Brad Anderson",38,104,122,458,"Callie Thorne",22000,3386698,"Comedy","Philip Seymour Hoffman","Next Stop Wonderland",4195,23461,"Holland Taylor",1,86,"English","USA","R",1e+06,1998,472,6.7,1.85,392
"4558","Color","Jason Reitman",387,96,655,973,"Jennifer Garner",24000,143492840,"Comedy","J.K. Simmons","Juno",414345,28817,"Rainn Wilson",0,881,"English","USA","PG-13",7500000,2007,3000,7.5,1.85,10000
"4562","Color","Courtney Hunt",181,97,33,229,"Michael O'Keefe",496,2508841,"Crime","Charlie McDermott","Frozen River",21746,994,"Misty Upham",1,93,"English","USA","R",1e+06,2008,238,7.2,1.85,0
"4563","Color","Morgan Neville",149,91,9,13,"Lou Adler",130,4946250,"Documentary","Sheryl Crow","20 Feet from Stardom",9540,198,"Merry Clayton",0,80,"English","USA","PG-13",1e+06,2013,19,7.4,1.78,14000
"4564","Color","James Toback",54,84,56,13,"Natasha Gregson Wagner",21000,1950218,"Comedy","Robert Downey Jr.","Two Girls and a Guy",5933,21124,"Angel David",3,102,"English","USA","R",1e+06,1997,104,5.6,1.85,387
"4565","Color","Nicole Holofcener",18,86,132,584,"Anne Heche",778,1277257,"Comedy","Kevin Corrigan","Walking and Talking",2629,2400,"Vincent Pastore",2,32,"English","UK","R",1e+06,1996,695,6.8,1.85,227
"4566","Color","Peter Cattaneo",122,91,11,121,"Mark Addy",1000,45857453,"Comedy","Tom Wilkinson","The Full Monty",82232,2323,"Lesley Sharp",3,174,"English","UK","R",3500000,1997,891,7.2,1.85,0
"4567","Color","Chris Paine",87,92,2,5,"Phyllis Diller",783,1677838,"Documentary","Ed Begley Jr.","Who Killed the Electric Car?",11283,1447,"Colette Divine",0,155,"English","USA","PG",1e+06,2006,659,7.7,1.75,0
"4568","Color","Greg Berlanti",51,94,112,428,"Nia Long",1000,1744858,"Comedy","Justin Theroux","The Broken Hearts Club: A Romantic Comedy",6084,3085,"Mary McCormack",1,120,"English","USA","R",1e+06,2000,826,7,2.35,671
"4570","Color","Rob Letterman",218,103,11,543,"Dylan Minnette",2000,80021740,"Adventure","Odeya Rush","Goosebumps",47988,5497,"Ken Marino",4,154,"English","USA","PG",5.8e+07,2015,1000,6.4,2.35,35000
"4571","Color","Marc Levin",16,100,12,6,"Saul Williams",245,982214,"Drama","Sonja Sohn","Slam",1976,295,"Bonz Malone",0,51,"English","USA","R",1e+06,1998,38,7.2,1.85,603
"4572","Color","Richard Dutcher",12,119,13,25,"Frank Gerrish",957,798341,"Crime","Wilford Brimley","Brigham City",983,1107,"Rick Macy",0,63,"English","USA","PG-13",1e+06,2001,81,7.2,1.85,100
"4573","Black and White","Khalid Mohamed",1,167,10,97,"Manoj Bajpayee",353,610991,"Drama","Karisma Kapoor","Fiza",2715,773,"Jaya Bhaduri",3,19,"Hindi","India","",1e+06,2000,186,6.2,2.35,92
"4575","Color","Trey Parker",59,92,406,194,"Dian Bachar",406,582024,"Comedy","Trey Parker","Orgazmo",30396,904,"Matt Stone",0,168,"English","USA","NC-17",1e+06,1997,203,6.2,1.85,0
"4576","Color","David Gordon Green",88,108,234,463,"Paul Schneider",11000,548712,"Drama","Zooey Deschanel","All the Real Girls",9233,12385,"Shea Whigham",0,126,"English","USA","R",2500000,2003,552,6.9,2.35,571
"4577","Color","Finn Taylor",28,97,4,301,"Cathy Moriarty",611,464655,"Comedy","David Arquette","Dream with the Fishes",1524,1692,"Kathryn Erbe",0,29,"English","USA","R",1e+06,1997,394,7,1.85,166
